Time,Text
12/3/2025 1:07,Order 2523286810 successfully placed
12/3/2025 1:07,Modify position for symbol DELTAIN:BTCUSD.P with TP 92320.4
12/3/2025 1:06,Order 2523286121 for symbol DELTAIN:BTCUSD.P has been executed at price 92138.0 for 11 units
12/3/2025 1:06,Order 2523286121 successfully placed
12/3/2025 1:06,Call to place market order to buy 11 units of symbol DELTAIN:BTCUSD.P 
12/3/2025 0:49,Order 2523233457 for symbol DELTAIN:BTCUSD.P has been executed at price 91973.5 for 11 units
12/3/2025 0:49,Order 2523233457 successfully placed
12/3/2025 0:49,Order 2523196350 successfully cancelled
12/3/2025 0:49,Order 2523196349 successfully cancelled
12/3/2025 0:49,Call to place market order to sell 11 units of symbol DELTAIN:BTCUSD.P 
12/3/2025 0:40,Order 2523196350 modification confirmed
12/3/2025 0:40,Order 2523196349 modification confirmed
12/3/2025 0:40,Modify position for symbol DELTAIN:BTCUSD.P with SL 91934.1 and TP 92203.6
12/3/2025 0:37,Order 2523196350 successfully placed
12/3/2025 0:37,Order 2523196349 successfully placed
12/3/2025 0:37,Modify position for symbol DELTAIN:BTCUSD.P with SL 91934.1 and TP 92338.3
12/3/2025 0:36,Order 2523193801 for symbol DELTAIN:BTCUSD.P has been executed at price 92066.5 for 11 units
12/3/2025 0:36,Order 2523193801 successfully placed
12/3/2025 0:36,Call to place market order to buy 11 units of symbol DELTAIN:BTCUSD.P 
12/3/2025 0:07,Order 2522967124 for symbol BLACKBULL:US30 has been executed at price 47319.00 for 22 units
12/3/2025 0:07,Order 2522967123 successfully cancelled
12/3/2025 0:06,Order 2523091576 for symbol FX:XAUUSD has been executed at price 4185.37 for 10 units
12/3/2025 0:06,Order 2523091576 successfully placed
12/3/2025 0:06,Call to place market order to buy 10 units of symbol FX:XAUUSD 
12/3/2025 0:01,Order 2523075634 for symbol FX:XAUUSD has been executed at price 4190.56 for 10 units
12/3/2025 0:01,Order 2523075634 successfully placed
12/3/2025 0:01,Call to place market order to sell 10 units of symbol FX:XAUUSD 
12/2/2025 23:58,Order 2522967124 modification confirmed
12/2/2025 23:58,Order 2522967123 modification confirmed
12/2/2025 23:58,Modify position for symbol BLACKBULL:US30 with SL 47429.05 and TP 47319.66
12/2/2025 23:47,Order 2522967124 modification confirmed
12/2/2025 23:47,Order 2522967123 modification confirmed
12/2/2025 23:47,Modify position for symbol BLACKBULL:US30 with SL 47429.05 and TP 47300.91
12/2/2025 23:37,Order 2522967124 modification confirmed
12/2/2025 23:37,Order 2522967123 modification confirmed
12/2/2025 23:37,Modify position for symbol BLACKBULL:US30 with SL 47441.41 and TP 47300.91
12/2/2025 23:35,Order 2522979805 for symbol BLACKBULL:US30 has been executed at price 47388.00 for 21 units
12/2/2025 23:35,Order 2522979805 successfully placed
12/2/2025 23:35,Call to place market order to sell 21 units of symbol BLACKBULL:US30 
12/2/2025 23:34,Order 2522976956 for symbol DELTAIN:BTCUSD.P has been executed at price 91609.0 for 11 units
12/2/2025 23:34,Order 2522976956 successfully placed
12/2/2025 23:34,Call to place market order to sell 11 units of symbol DELTAIN:BTCUSD.P 
12/2/2025 23:33,Order 2522967124 modification confirmed
12/2/2025 23:33,Order 2522967123 modification confirmed
12/2/2025 23:33,Modify position for symbol BLACKBULL:US30 with SL 47441.41 and TP 47313.64
12/2/2025 23:32,Order 2522967124 successfully placed
12/2/2025 23:32,Order 2522967123 successfully placed
12/2/2025 23:32,Modify position for symbol BLACKBULL:US30 with SL 47441.41 and TP 47321.71
12/2/2025 23:31,Order 2522965903 for symbol BLACKBULL:US30 has been executed at price 47402.00 for 1 units
12/2/2025 23:31,Order 2522965903 successfully placed
12/2/2025 23:31,Call to place market order to sell 1 units of symbol BLACKBULL:US30 
12/2/2025 23:24,Order 2522881174 successfully cancelled
12/2/2025 23:24,Modify position for symbol DELTAIN:BTCUSD.P
12/2/2025 23:22,Order 2522881174 modification confirmed
12/2/2025 23:22,Modify position for symbol DELTAIN:BTCUSD.P with TP 91603.6
12/2/2025 23:17,Order 2522881174 modification confirmed
12/2/2025 23:17,Modify position for symbol DELTAIN:BTCUSD.P with TP 91785.4
12/2/2025 23:09,Order 2522881174 successfully placed
12/2/2025 23:09,Modify position for symbol DELTAIN:BTCUSD.P with TP 92060.4
12/2/2025 23:09,Order 2522879737 for symbol DELTAIN:BTCUSD.P has been executed at price 91694.5 for 11 units
12/2/2025 23:09,Order 2522879737 successfully placed
12/2/2025 23:09,Call to place market order to buy 11 units of symbol DELTAIN:BTCUSD.P 
12/2/2025 19:25,Order 2521449095 for symbol DELTAIN:BTCUSD.P has been executed at price 87770.5 for 12 units
12/2/2025 19:10,Order 2521449095 successfully placed
12/2/2025 19:10,Modify position for symbol DELTAIN:BTCUSD.P with TP 87766.5
12/2/2025 19:10,Order 2521448471 for symbol DELTAIN:BTCUSD.P has been executed at price 87516.5 for 12 units
12/2/2025 19:10,Order 2521448471 successfully placed
12/2/2025 19:10,Call to place market order to buy 12 units of symbol DELTAIN:BTCUSD.P 
12/2/2025 19:10,Order 2521447489 for symbol FPMARKETS:GBPUSD has been executed at price 1.32017 for 799995 units
12/2/2025 19:10,Order 2521447489 successfully placed
12/2/2025 19:10,Order 2521435303 successfully cancelled
12/2/2025 19:10,Order 2521439834 successfully cancelled
12/2/2025 19:10,Call to place market order to buy 799995 units of symbol FPMARKETS:GBPUSD 
12/2/2025 19:08,Order 2521435303 modification confirmed
12/2/2025 19:08,Order 2521439834 modification confirmed
12/2/2025 19:08,Modify position for symbol FPMARKETS:GBPUSD with SL 1.32075 and TP 1.31871
12/2/2025 19:08,Order 2521435303 modification confirmed
12/2/2025 19:08,Order 2521439834 modification confirmed
12/2/2025 19:08,Modify position for symbol FPMARKETS:GBPUSD with SL 1.32075 and TP 1.31931
12/2/2025 19:08,Order 2521435303 modification confirmed
12/2/2025 19:08,Order 2521439834 modification confirmed
12/2/2025 19:08,Modify position for symbol FPMARKETS:GBPUSD with SL 1.32047 and TP 1.31931
12/2/2025 19:07,Order 2521435303 modification confirmed
12/2/2025 19:07,Order 2521439834 successfully placed
12/2/2025 19:07,Modify position for symbol FPMARKETS:GBPUSD with SL 1.32047 and TP 1.31897
12/2/2025 19:07,Order 2521439256 for symbol FPMARKETS:GBPUSD has been executed at price 1.32012 for 200000 units
12/2/2025 19:07,Order 2521439256 successfully placed
12/2/2025 19:07,Call to place market order to sell 200000 units of symbol FPMARKETS:GBPUSD 
12/2/2025 19:07,Order 2521438143 for symbol FPMARKETS:GBPUSD has been executed at price 1.32009 for 500000 units
12/2/2025 19:07,Order 2521438143 successfully placed
12/2/2025 19:07,Call to place market order to sell 500000 units of symbol FPMARKETS:GBPUSD 
12/2/2025 19:06,Order 2521435303 successfully placed
12/2/2025 19:06,Modify position for symbol FPMARKETS:GBPUSD with TP 1.31897
12/2/2025 19:05,Order 2521433003 for symbol FPMARKETS:GBPUSD has been executed at price 1.31996 for 199990 units
12/2/2025 19:05,Order 2521433003 successfully placed
12/2/2025 19:05,Call to place market order to sell 199990 units of symbol FPMARKETS:GBPUSD 
12/2/2025 19:05,Order 2521431804 for symbol FPMARKETS:GBPUSD has been executed at price 1.32009 for 99995 units
12/2/2025 19:05,Order 2521431804 successfully placed
12/2/2025 19:05,Call to place limit order to buy 99995 units of symbol FPMARKETS:GBPUSD at price 1.32009 
12/2/2025 18:14,Order 2521270713 for symbol FX:XAUUSD has been executed at price 4205.84 for 250 units
12/2/2025 18:14,Order 2521270713 successfully placed
12/2/2025 18:14,Order 2521241507 successfully cancelled
12/2/2025 18:14,Call to place market order to buy 250 units of symbol FX:XAUUSD 
12/2/2025 18:08,Order 2521241507 modification confirmed
12/2/2025 18:08,Modify position for symbol FX:XAUUSD with TP 4201.49
12/2/2025 18:03,Order 2521241507 successfully placed
12/2/2025 18:03,Modify position for symbol FX:XAUUSD with TP 4201.42
12/2/2025 17:50,Order 2521208440 for symbol FX:XAUUSD has been executed at price 4201.49 for 250 units
12/2/2025 17:50,Order 2521208440 successfully placed
12/2/2025 17:50,Call to place market order to sell 250 units of symbol FX:XAUUSD 
12/2/2025 17:37,Order 2521148915 for symbol DELTAIN:BTCUSD.P has been executed at price 87439.0 for 12 units
12/2/2025 17:33,Order 2521148915 modification confirmed
12/2/2025 17:33,Modify position for symbol DELTAIN:BTCUSD.P with TP 87429.1
12/2/2025 17:31,Order 2521148915 modification confirmed
12/2/2025 17:31,Modify position for symbol DELTAIN:BTCUSD.P with TP 87470.8
12/2/2025 17:26,Order 2521148915 successfully placed
12/2/2025 17:26,Modify position for symbol DELTAIN:BTCUSD.P with TP 87762.5
12/2/2025 17:26,Order 2521148258 for symbol DELTAIN:BTCUSD.P has been executed at price 87512.5 for 12 units
12/2/2025 17:26,Order 2521148258 successfully placed
12/2/2025 17:26,Call to place market order to buy 12 units of symbol DELTAIN:BTCUSD.P 
12/2/2025 17:24,Order 2521087336 for symbol DELTAIN:BTCUSD.P has been executed at price 87468.5 for 12 units
12/2/2025 17:12,Order 2521087336 modification confirmed
12/2/2025 17:12,Modify position for symbol DELTAIN:BTCUSD.P with TP 87468.2
12/2/2025 17:00,Order 2521087336 modification confirmed
12/2/2025 17:00,Modify position for symbol DELTAIN:BTCUSD.P with TP 87509.8
12/2/2025 17:00,Order 2521087336 modification confirmed
12/2/2025 17:00,Modify position for symbol DELTAIN:BTCUSD.P with TP 87507.4
12/2/2025 16:58,Order 2521087336 successfully placed
12/2/2025 16:58,Modify position for symbol DELTAIN:BTCUSD.P with TP 87718.2
12/2/2025 16:58,Order 2521086656 for symbol DELTAIN:BTCUSD.P has been executed at price 87301.5 for 12 units
12/2/2025 16:58,Order 2521086656 successfully placed
12/2/2025 16:58,Call to place market order to buy 12 units of symbol DELTAIN:BTCUSD.P 
12/2/2025 16:18,Order 2520994940 for symbol DELTAIN:BTCUSD.P has been executed at price 87238.5 for 11 units
12/2/2025 16:15,Order 2520994940 successfully placed
12/2/2025 16:15,Modify position for symbol DELTAIN:BTCUSD.P with TP 87236.6
12/2/2025 16:15,Order 2520994036 for symbol DELTAIN:BTCUSD.P has been executed at price 87074.5 for 11 units
12/2/2025 16:15,Order 2520994036 successfully placed
12/2/2025 16:15,Call to place market order to buy 11 units of symbol DELTAIN:BTCUSD.P 
12/2/2025 16:15,Failed to execute order 2520993493; reason: insufficient funds
12/2/2025 16:15,Order 2520993493 successfully placed
12/2/2025 16:15,Call to place market order to buy 12 units of symbol DELTAIN:BTCUSD.P 
12/2/2025 16:15,Failed to execute order 2520993061; reason: insufficient funds
12/2/2025 16:15,Order 2520993061 successfully placed
12/2/2025 16:15,Call to place market order to buy 12 units of symbol DELTAIN:BTCUSD.P 
12/2/2025 1:12,Order 2519384632 for symbol DELTAIN:BTCUSD.P has been executed at price 84788.5 for 10 units
12/2/2025 1:10,Order 2519384632 modification confirmed
12/2/2025 1:10,Modify position for symbol DELTAIN:BTCUSD.P with TP 84793.5
12/2/2025 1:00,Order 2519384632 successfully placed
12/2/2025 1:00,Modify position for symbol DELTAIN:BTCUSD.P with TP 84489.6
12/2/2025 1:00,Order 2519382819 for symbol DELTAIN:BTCUSD.P has been executed at price 84643.5 for 10 units
12/2/2025 1:00,Order 2519382819 successfully placed
12/2/2025 1:00,Call to place market order to sell 10 units of symbol DELTAIN:BTCUSD.P 
12/2/2025 0:12,Order 2519226225 for symbol DELTAIN:BTCUSD.P has been executed at price 84735.0 for 10 units
12/2/2025 0:10,Order 2519226225 modification confirmed
12/2/2025 0:10,Modify position for symbol DELTAIN:BTCUSD.P with TP 84736.5
12/2/2025 0:08,Order 2519226225 successfully placed
12/2/2025 0:08,Modify position for symbol DELTAIN:BTCUSD.P with TP 84683.8
12/2/2025 0:08,Order 2519225883 for symbol DELTAIN:BTCUSD.P has been executed at price 84936.5 for 10 units
12/2/2025 0:08,Order 2519225883 successfully placed
12/2/2025 0:08,Call to place market order to sell 10 units of symbol DELTAIN:BTCUSD.P 
12/1/2025 23:21,Order 2519081718 for symbol FX:USDJPY has been executed at price 155.371 for 1000000 units
12/1/2025 23:21,Order 2519081718 successfully placed
12/1/2025 23:21,Call to place market order to sell 1000000 units of symbol FX:USDJPY 
12/1/2025 23:19,Failed to execute order 2519075699; reason: insufficient funds
12/1/2025 23:19,Order 2519075699 successfully placed
12/1/2025 23:19,Call to place limit order to buy 1000000 units of symbol FX:USDJPY at price 155.348 
12/1/2025 23:19,Order 2519075221 for symbol FX:USDJPY has been executed at price 155.349 for 1000000 units
12/1/2025 23:19,Order 2519075221 successfully placed
12/1/2025 23:19,Call to place market order to buy 1000000 units of symbol FX:USDJPY 
12/1/2025 20:45,Order 2518219827 for symbol DELTAIN:BTCUSD.P has been executed at price 85499.0 for 10 units
12/1/2025 20:36,Order 2518219827 successfully placed
12/1/2025 20:36,Modify position for symbol DELTAIN:BTCUSD.P with TP 85500.0
12/1/2025 20:35,Order 2518216635 for symbol DELTAIN:BTCUSD.P has been executed at price 85700.0 for 10 units
12/1/2025 20:35,Order 2518216635 successfully placed
12/1/2025 20:35,Call to place market order to sell 10 units of symbol DELTAIN:BTCUSD.P 
12/1/2025 18:03,Order 2517426383 for symbol DELTAIN:BTCUSD.P has been executed at price 85691.5 for 10 units
12/1/2025 18:03,Order 2517431407 successfully cancelled
12/1/2025 18:02,Order 2517426383 modification confirmed
12/1/2025 18:02,Order 2517431407 modification confirmed
12/1/2025 18:02,Modify position for symbol DELTAIN:BTCUSD.P with SL 85843.5 and TP 85693.5
12/1/2025 18:02,Order 2517426383 modification confirmed
12/1/2025 18:02,Order 2517431407 modification confirmed
12/1/2025 18:02,Modify position for symbol DELTAIN:BTCUSD.P with SL 85869.4 and TP 85693.5
12/1/2025 18:02,Order 2517426383 modification confirmed
12/1/2025 18:02,Order 2517431407 modification confirmed
12/1/2025 18:02,Modify position for symbol DELTAIN:BTCUSD.P with SL 86448.5 and TP 85693.5
12/1/2025 17:53,Order 2517426383 modification confirmed
12/1/2025 17:53,Order 2517431407 modification confirmed
12/1/2025 17:53,Modify position for symbol DELTAIN:BTCUSD.P with SL 86448.5 and TP 85422.6
12/1/2025 17:46,Order 2517426383 modification confirmed
12/1/2025 17:46,Order 2517431407 modification confirmed
12/1/2025 17:46,Modify position for symbol DELTAIN:BTCUSD.P with SL 86340.5 and TP 85671.0
12/1/2025 17:41,Order 2517426383 modification confirmed
12/1/2025 17:41,Order 2517431407 modification confirmed
12/1/2025 17:41,Modify position for symbol DELTAIN:BTCUSD.P with SL 86437.7 and TP 85487.4
12/1/2025 17:41,Order 2517426383 modification confirmed
12/1/2025 17:41,Order 2517431407 successfully placed
12/1/2025 17:41,Modify position for symbol DELTAIN:BTCUSD.P with SL 86437.7 and TP 85595.4
12/1/2025 17:39,Order 2517426383 modification confirmed
12/1/2025 17:39,Modify position for symbol DELTAIN:BTCUSD.P with TP 85584.6
12/1/2025 17:39,Order 2517426383 successfully placed
12/1/2025 17:39,Modify position for symbol DELTAIN:BTCUSD.P with TP 85606.2
12/1/2025 17:38,Order 2517425664 for symbol DELTAIN:BTCUSD.P has been executed at price 85993.5 for 10 units
12/1/2025 17:38,Order 2517425664 successfully placed
12/1/2025 17:38,Call to place market order to sell 10 units of symbol DELTAIN:BTCUSD.P 
12/1/2025 15:27,Order 2517155357 for symbol DELTAIN:BTCUSD.P has been executed at price 86699.5 for 10 units
12/1/2025 15:27,Order 2517155357 successfully placed
12/1/2025 15:27,Order 2517130928 successfully cancelled
12/1/2025 15:27,Call to place market order to sell 10 units of symbol DELTAIN:BTCUSD.P 
12/1/2025 15:23,Order 2517130928 modification confirmed
12/1/2025 15:23,Order 2517130927 successfully cancelled
12/1/2025 15:23,Modify position for symbol DELTAIN:BTCUSD.P with TP 87118.4
12/1/2025 15:16,Order 2517130928 successfully placed
12/1/2025 15:16,Order 2517130927 successfully placed
12/1/2025 15:16,Modify position for symbol DELTAIN:BTCUSD.P with SL 86654.2 and TP 87118.4
12/1/2025 15:15,Order 2517129027 for symbol DELTAIN:BTCUSD.P has been executed at price 86828.0 for 10 units
12/1/2025 15:15,Order 2517129027 successfully placed
12/1/2025 15:15,Call to place market order to buy 10 units of symbol DELTAIN:BTCUSD.P 
